Dataset_Task_ID,Name,Ref,N,d,C,perc_cat,Subset,Metric,Setting,Model,Score,BestScore,improvability
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Default,TabM,0.992,0.993,0.10000000000000009
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Tuned,TabM,0.992,0.992,0.0
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Tuned + Ens.,TabM,0.993,0.993,0.0
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Default,TabM,0.833,0.882,4.900000000000004
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Tuned,TabM,0.842,0.883,4.100000000000003
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Tuned + Ens.,TabM,0.849,0.883,3.400000000000003
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Default,TabM,752.1,724.0,3.7362052918494912
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Tuned,TabM,755.0,733.2,2.8874172185430402
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Tuned + Ens.,TabM,748.0,726.6,2.8609625668449166
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Default,TabM,0.869,0.872,0.30000000000000027
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Tuned,TabM,0.871,0.874,0.30000000000000027
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Tuned + Ens.,TabM,0.871,0.874,0.30000000000000027
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Default,TabM,0.863,0.873,1.0000000000000009
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Tuned,TabM,0.871,0.875,0.40000000000000036
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Tuned + Ens.,TabM,0.873,0.878,0.5000000000000004
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Default,TabM,0.66,0.671,1.100000000000001
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Tuned,TabM,0.662,0.671,0.9000000000000008
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Tuned + Ens.,TabM,0.663,0.673,1.0000000000000009
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Default,TabM,0.744,0.744,0.0
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Tuned,TabM,0.74,0.744,0.40000000000000036
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Tuned + Ens.,TabM,0.743,0.744,0.10000000000000009
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Default,TabM,0.818,0.822,0.40000000000000036
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Tuned,TabM,0.818,0.82,0.20000000000000018
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Tuned + Ens.,TabM,0.818,0.819,0.10000000000000009
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Default,TabM,7.76,7.379,4.909793814432993
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Tuned,TabM,7.651,7.367,3.7119330806430506
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Tuned + Ens.,TabM,7.651,7.362,3.7772840151614133
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Default,TabM,0.866,0.866,0.0
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Tuned,TabM,0.867,0.867,0.0
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Tuned + Ens.,TabM,0.867,0.867,0.0
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Default,TabM,0.801,0.805,0.40000000000000036
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Tuned,TabM,0.803,0.804,0.10000000000000009
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Tuned + Ens.,TabM,0.803,0.805,0.20000000000000018
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Default,TabM,0.744,0.751,0.7000000000000006
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Tuned,TabM,0.743,0.745,0.20000000000000018
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Tuned + Ens.,TabM,0.744,0.748,0.40000000000000036
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Default,TabM,0.432,0.432,0.0
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Tuned,TabM,0.431,0.431,0.0
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Tuned + Ens.,TabM,0.43,0.43,0.0
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Default,TabM,0.901,0.915,1.4000000000000012
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Tuned,TabM,0.916,0.916,0.0
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Tuned + Ens.,TabM,0.916,0.919,0.30000000000000027
46969 (363689),NATICUSdroid,[92],7491,87,2.0,100.0,✓| ✓,AUC,Default,TabM,0.986,0.987,0.10000000000000009
46969 (363689),NATICUSdroid,[92],7491,87,2.0,100.0,✓| ✓,AUC,Tuned,TabM,0.986,0.986,0.0
46969 (363689),NATICUSdroid,[92],7491,87,2.0,100.0,✓| ✓,AUC,Tuned + Ens.,TabM,0.986,0.987,0.10000000000000009
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Default,TabM,0.761,0.761,0.0
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Tuned,TabM,0.758,0.744,1.846965699208445
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Tuned + Ens.,TabM,0.755,0.734,2.7814569536423863
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Default,TabM,0.91,0.859,5.604395604395609
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Tuned,TabM,0.898,0.873,2.783964365256127
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Tuned + Ens.,TabM,0.887,0.86,3.0439684329199577
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Default,TabM,0.097,0.074,23.711340206185575
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Tuned,TabM,0.083,0.073,12.048192771084347
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Tuned + Ens.,TabM,0.083,0.067,19.277108433734938
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Default,TabM,1.249,1.119,10.408326661329072
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Tuned,TabM,1.149,1.112,3.220191470844205
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Tuned + Ens.,TabM,1.14,1.074,5.789473684210512
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Default,TabM,0.036,0.016,55.55555555555555
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Tuned,TabM,0.029,0.022,24.13793103448277
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Tuned + Ens.,TabM,0.028,0.019,32.142857142857146
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Default,TabM,0.764,0.766,0.20000000000000018
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Tuned,TabM,0.764,0.766,0.20000000000000018
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Tuned + Ens.,TabM,0.765,0.766,0.10000000000000009
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Default,TabM,0.741,0.756,1.5000000000000013
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Tuned,TabM,0.737,0.754,1.7000000000000015
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Tuned + Ens.,TabM,0.741,0.756,1.5000000000000013
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Default,TabM,0.925,0.928,0.30000000000000027
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Tuned,TabM,0.923,0.932,0.9000000000000008
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Tuned + Ens.,TabM,0.923,0.931,0.8000000000000007
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Default,TabM,0.761,0.761,0.0
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Tuned,TabM,0.763,0.773,1.0000000000000009
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Tuned + Ens.,TabM,0.766,0.773,0.7000000000000006
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Default,TabM,4.271,4.214,1.334582065090131
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Tuned,TabM,4.269,4.171,2.2956195830405215
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Tuned + Ens.,TabM,4.146,4.118,0.6753497346840227
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Default,TabM,0.793,0.793,0.0
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Tuned,TabM,0.79,0.795,0.5000000000000004
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Tuned + Ens.,TabM,0.795,0.796,0.10000000000000009
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Default,TabM,0.784,0.788,0.40000000000000036
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Tuned,TabM,0.788,0.788,0.0
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Tuned + Ens.,TabM,0.788,0.788,0.0
46920 (363628),customer_satisfaction_in_airline,[115],129880,22,2.0,77.27,✗| ✓,AUC,Default,TabM,0.995,0.995,0.0
46920 (363628),customer_satisfaction_in_airline,[115],129880,22,2.0,77.27,✗| ✓,AUC,Tuned,TabM,0.995,0.995,0.0
46920 (363628),customer_satisfaction_in_airline,[115],129880,22,2.0,77.27,✗| ✓,AUC,Tuned + Ens.,TabM,0.995,0.996,0.10000000000000009
46921 (363629),diabetes,[66],768,9,2.0,11.11,✓| ✓,AUC,Default,TabM,0.832,0.844,1.200000000000001
46921 (363629),diabetes,[66],768,9,2.0,11.11,✓| ✓,AUC,Tuned,TabM,0.83,0.842,1.200000000000001
46921 (363629),diabetes,[66],768,9,2.0,11.11,✓| ✓,AUC,Tuned + Ens.,TabM,0.834,0.84,0.6000000000000005
46923 (363631),diamonds,[111],53940,10,,30.0,✗| ✗,rmse,Default,TabM,522.5,520.7,0.3444976076554937
46923 (363631),diamonds,[111],53940,10,,30.0,✗| ✗,rmse,Tuned,TabM,521.5,520.7,0.1534036433365205
46923 (363631),diamonds,[111],53940,10,,30.0,✗| ✗,rmse,Tuned + Ens.,TabM,518.9,510.3,1.6573520909616433
46930 (363674),hazelnut-spread-contaminant-detection,[81],2400,31,2.0,3.23,✓| ✓,AUC,Default,TabM,0.967,0.992,2.500000000000002
46930 (363674),hazelnut-spread-contaminant-detection,[81],2400,31,2.0,3.23,✓| ✓,AUC,Tuned,TabM,0.984,0.989,0.5000000000000004
46930 (363674),hazelnut-spread-contaminant-detection,[81],2400,31,2.0,3.23,✓| ✓,AUC,Tuned + Ens.,TabM,0.985,0.989,0.40000000000000036
46931 (363675),healthcare_insurance_expenses,[73],1338,7,,42.86,✓| ✗,rmse,Default,TabM,4513.7,4508.4,0.11742029820325192
46931 (363675),healthcare_insurance_expenses,[73],1338,7,,42.86,✓| ✗,rmse,Tuned,TabM,4530.0,4499.7,0.6688741721854345
46931 (363675),healthcare_insurance_expenses,[73],1338,7,,42.86,✓| ✗,rmse,Tuned + Ens.,TabM,4510.9,4490.4,0.45445476512447636
46932 (363676),heloc,[95],10459,24,2.0,4.17,✓| ✓,AUC,Default,TabM,0.797,0.801,0.40000000000000036
46932 (363676),heloc,[95],10459,24,2.0,4.17,✓| ✓,AUC,Tuned,TabM,0.799,0.801,0.20000000000000018
46932 (363676),heloc,[95],10459,24,2.0,4.17,✓| ✓,AUC,Tuned + Ens.,TabM,0.799,0.801,0.20000000000000018
46933 (363677),hiva_agnostic,[85],3845,1618,3.0,100.0,✗| ✗,logloss,Default,TabM,0.177,0.174,1.6949152542372898
46933 (363677),hiva_agnostic,[85],3845,1618,3.0,100.0,✗| ✗,logloss,Tuned,TabM,0.175,0.174,0.571428571428572
46933 (363677),hiva_agnostic,[85],3845,1618,3.0,100.0,✗| ✗,logloss,Tuned + Ens.,TabM,0.175,0.174,0.571428571428572
46934 (363678),houses,[102],20640,9,,0.0,✗| ✗,rmse,Default,TabM,0.212,0.204,3.7735849056603805
46934 (363678),houses,[102],20640,9,,0.0,✗| ✗,rmse,Tuned,TabM,0.208,0.203,2.403846153846143
46934 (363678),houses,[102],20640,9,,0.0,✗| ✗,rmse,Tuned + Ens.,TabM,0.205,0.199,2.926829268292672
46937 (363681),in_vehicle_coupon_recommendation,[99],12684,25,2.0,88.0,✓| ✓,AUC,Default,TabM,0.848,0.848,0.0
46937 (363681),in_vehicle_coupon_recommendation,[99],12684,25,2.0,88.0,✓| ✓,AUC,Tuned,TabM,0.851,0.851,0.0
46937 (363681),in_vehicle_coupon_recommendation,[99],12684,25,2.0,88.0,✓| ✓,AUC,Tuned + Ens.,TabM,0.852,0.852,0.0
46979 (363712),jm1,[96],10885,22,2.0,4.55,✓| ✓,AUC,Default,TabM,0.733,0.776,4.300000000000004
46979 (363712),jm1,[96],10885,22,2.0,4.55,✓| ✓,AUC,Tuned,TabM,0.738,0.761,2.300000000000002
46979 (363712),jm1,[96],10885,22,2.0,4.55,✓| ✓,AUC,Tuned + Ens.,TabM,0.746,0.773,2.7000000000000024
46939 (363683),kddcup09_appetency,[110],50000,213,2.0,18.31,✗| ✓,AUC,Default,TabM,0.806,0.846,3.9999999999999925
46939 (363683),kddcup09_appetency,[110],50000,213,2.0,18.31,✗| ✓,AUC,Tuned,TabM,0.821,0.845,2.400000000000002
46939 (363683),kddcup09_appetency,[110],50000,213,2.0,18.31,✗| ✓,AUC,Tuned + Ens.,TabM,0.821,0.846,2.500000000000002
46941 (363685),maternal_health_risk,[70],1014,7,3.0,14.29,✓| ✓,logloss,Default,TabM,0.513,0.405,21.052631578947363
46941 (363685),maternal_health_risk,[70],1014,7,3.0,14.29,✓| ✓,logloss,Tuned,TabM,0.484,0.439,9.297520661157021
46941 (363685),maternal_health_risk,[70],1014,7,3.0,14.29,✓| ✓,logloss,Tuned + Ens.,TabM,0.469,0.428,8.742004264392321
46942 (363686),miami_housing,[100],13776,16,,6.25,✓| ✗,rmse,Default,TabM,8307.0,7985.0,3.8762489466714816
46942 (363686),miami_housing,[100],13776,16,,6.25,✓| ✗,rmse,Tuned,TabM,8115.0,7829.0,3.524337646333949
46942 (363686),miami_housing,[100],13776,16,,6.25,✓| ✗,rmse,Tuned + Ens.,TabM,8023.0,7711.0,3.8888196435248665
46947 (363691),online_shoppers_intention,[98],12330,18,2.0,44.44,✓| ✓,AUC,Default,TabM,0.935,0.937,0.20000000000000018
46947 (363691),online_shoppers_intention,[98],12330,18,2.0,44.44,✓| ✓,AUC,Tuned,TabM,0.936,0.937,0.10000000000000009
46947 (363691),online_shoppers_intention,[98],12330,18,2.0,44.44,✓| ✓,AUC,Tuned + Ens.,TabM,0.936,0.937,0.10000000000000009
46949 (363693),physiochemical_protein,[109],45730,10,,0.0,✗| ✗,rmse,Default,TabM,3.426,2.912,15.002918855808527
46949 (363693),physiochemical_protein,[109],45730,10,,0.0,✗| ✗,rmse,Tuned,TabM,3.273,3.056,6.63000305530095
46949 (363693),physiochemical_protein,[109],45730,10,,0.0,✗| ✗,rmse,Tuned + Ens.,TabM,3.212,2.985,7.067247820672487
46950 (363694),polish_companies_bankruptcy,[89],5910,65,2.0,1.54,✓| ✓,AUC,Default,TabM,0.951,0.974,2.300000000000002
46950 (363694),polish_companies_bankruptcy,[89],5910,65,2.0,1.54,✓| ✓,AUC,Tuned,TabM,0.969,0.979,1.0000000000000009
46950 (363694),polish_companies_bankruptcy,[89],5910,65,2.0,1.54,✓| ✓,AUC,Tuned + Ens.,TabM,0.97,0.981,1.100000000000001
46952 (363696),qsar-biodeg,[72],1054,42,2.0,14.29,✓| ✓,AUC,Default,TabM,0.931,0.938,0.6999999999999895
46952 (363696),qsar-biodeg,[72],1054,42,2.0,14.29,✓| ✓,AUC,Tuned,TabM,0.934,0.934,0.0
46952 (363696),qsar-biodeg,[72],1054,42,2.0,14.29,✓| ✓,AUC,Tuned + Ens.,TabM,0.936,0.936,0.0
46956 (363700),seismic-bumps,[82],2584,16,2.0,25.0,✓| ✓,AUC,Default,TabM,0.769,0.783,1.4000000000000012
46956 (363700),seismic-bumps,[82],2584,16,2.0,25.0,✓| ✓,AUC,Tuned,TabM,0.768,0.772,0.40000000000000036
46956 (363700),seismic-bumps,[82],2584,16,2.0,25.0,✓| ✓,AUC,Tuned + Ens.,TabM,0.77,0.771,0.10000000000000009
46958 (363702),splice,[83],3190,61,3.0,100.0,✓| ✓,logloss,Default,TabM,0.11,0.107,2.7272727272727297
46958 (363702),splice,[83],3190,61,3.0,100.0,✓| ✓,logloss,Tuned,TabM,0.112,0.103,8.035714285714294
46958 (363702),splice,[83],3190,61,3.0,100.0,✓| ✓,logloss,Tuned + Ens.,TabM,0.11,0.099,9.999999999999996
46960 (363704),students_dropout_and_academic_success,[86],4424,37,3.0,48.65,✓| ✓,logloss,Default,TabM,0.543,0.534,1.657458563535913
46960 (363704),students_dropout_and_academic_success,[86],4424,37,3.0,48.65,✓| ✓,logloss,Tuned,TabM,0.541,0.529,2.2181146025878022
46960 (363704),students_dropout_and_academic_success,[86],4424,37,3.0,48.65,✓| ✓,logloss,Tuned + Ens.,TabM,0.538,0.527,2.044609665427511
46961 (363705),superconductivity,[103],21263,82,,0.0,✗| ✗,rmse,Default,TabM,9.51,9.08,4.521556256572026
46961 (363705),superconductivity,[103],21263,82,,0.0,✗| ✗,rmse,Tuned,TabM,9.31,9.28,0.32223415682063516
46961 (363705),superconductivity,[103],21263,82,,0.0,✗| ✗,rmse,Tuned + Ens.,TabM,9.24,9.22,0.2164502164502118
46962 (363706),taiwanese_bankruptcy_prediction,[91],6819,95,2.0,1.05,✓| ✓,AUC,Default,TabM,0.941,0.944,0.30000000000000027
46962 (363706),taiwanese_bankruptcy_prediction,[91],6819,95,2.0,1.05,✓| ✓,AUC,Tuned,TabM,0.942,0.944,0.20000000000000018
46962 (363706),taiwanese_bankruptcy_prediction,[91],6819,95,2.0,1.05,✓| ✓,AUC,Tuned + Ens.,TabM,0.943,0.946,0.30000000000000027
46963 (363707),website_phishing,[74],1353,10,3.0,100.0,✓| ✓,logloss,Default,TabM,0.246,0.228,7.317073170731703
46963 (363707),website_phishing,[74],1353,10,3.0,100.0,✓| ✓,logloss,Tuned,TabM,0.238,0.223,6.302521008403356
46963 (363707),website_phishing,[74],1353,10,3.0,100.0,✓| ✓,logloss,Tuned + Ens.,TabM,0.236,0.222,5.932203389830502
46964 (363708),wine_quality,[90],6497,13,,7.69,✓| ✗,rmse,Default,TabM,0.637,0.59,7.378335949764528
46964 (363708),wine_quality,[90],6497,13,,7.69,✓| ✗,rmse,Tuned,TabM,0.62,0.605,2.4193548387096793
46964 (363708),wine_quality,[90],6497,13,,7.69,✓| ✗,rmse,Tuned + Ens.,TabM,0.612,0.599,2.1241830065359495
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Default,MNCA,0.991,0.993,0.20000000000000018
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Tuned,MNCA,0.991,0.992,0.10000000000000009
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Tuned + Ens.,MNCA,0.993,0.993,0.0
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Default,MNCA,0.846,0.882,3.600000000000003
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Tuned,MNCA,0.86,0.883,2.300000000000002
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Tuned + Ens.,MNCA,0.869,0.883,1.4000000000000012
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Default,MNCA,753.7,724.0,3.940559904471281
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Tuned,MNCA,748.2,733.2,2.0048115477145148
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Tuned + Ens.,MNCA,731.1,726.6,0.6155108740254411
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Default,MNCA,0.864,0.872,0.8000000000000007
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Tuned,MNCA,0.869,0.874,0.5000000000000004
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Tuned + Ens.,MNCA,0.869,0.874,0.5000000000000004
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Default,MNCA,0.86,0.873,1.3000000000000012
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Tuned,MNCA,0.865,0.875,1.0000000000000009
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Tuned + Ens.,MNCA,0.874,0.878,0.40000000000000036
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Default,MNCA,0.658,0.671,1.3000000000000012
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Tuned,MNCA,0.662,0.671,0.9000000000000008
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Tuned + Ens.,MNCA,0.666,0.673,0.7000000000000006
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Default,MNCA,0.741,0.744,0.30000000000000027
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Tuned,MNCA,0.741,0.744,0.30000000000000027
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Tuned + Ens.,MNCA,0.741,0.744,0.30000000000000027
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Default,MNCA,0.817,0.822,0.5000000000000004
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Tuned,MNCA,0.814,0.82,0.6000000000000005
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Tuned + Ens.,MNCA,0.801,0.819,1.7999999999999905
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Default,MNCA,7.486,7.379,1.4293347582153382
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Tuned,MNCA,7.421,7.367,0.7276647352108917
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Tuned + Ens.,MNCA,7.379,7.362,0.23038352080226943
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Default,MNCA,0.866,0.866,0.0
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Tuned,MNCA,0.866,0.867,0.10000000000000009
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Tuned + Ens.,MNCA,0.867,0.867,0.0
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Default,MNCA,0.801,0.805,0.40000000000000036
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Tuned,MNCA,0.802,0.804,0.20000000000000018
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Tuned + Ens.,MNCA,0.803,0.805,0.20000000000000018
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Default,MNCA,0.738,0.751,1.3000000000000012
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Tuned,MNCA,0.732,0.745,1.3000000000000012
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Tuned + Ens.,MNCA,0.705,0.748,4.300000000000004
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Default,MNCA,0.465,0.432,7.096774193548392
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Tuned,MNCA,0.455,0.431,5.274725274725279
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Tuned + Ens.,MNCA,0.451,0.43,4.656319290465636
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Default,MNCA,0.909,0.915,0.6000000000000005
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Tuned,MNCA,0.912,0.916,0.40000000000000036
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Tuned + Ens.,MNCA,0.909,0.919,1.0000000000000009
